Textbox4,Textbox2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaheim Regional Medical Center Price Transparency CDM,Data as of 4/1/2021 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HospCode,Code,Description,Code_Type,CMS Shoppable,Craneware Shoppable List,Package/Line_Level,Avg Charge 837,Total Vol 837,Min_Allowable_835,Max_Allowable_835,Avg_Allowable_835,Total_Vol_835,National 50th Percentile,National 75th Percentile,National 90th Percentile,AETNA_Avg_Allowable,AETNA_Max_Allowable,AETNA_Min_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Avg_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Max_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Min_Allowable,BCBS FEP_Avg_Allowable,BCBS FEP_Max_Allowable,BCBS FEP_Min_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Avg_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Max_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Min_Allowable,BLUE CROSS OF CALIFORNIA_Avg_Allowable,BLUE CROSS OF CALIFORNIA_Max_Allowable,BLUE CROSS OF CALIFORNIA_Min_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Avg_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Max_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Min_Allowable,BLUE SHIELD OF CALIFORNIA_Avg_Allowable,BLUE SHIELD OF CALIFORNIA_Max_Allowable,BLUE SHIELD OF CALIFORNIA_Min_Allowable,CA MEDI-CAL_Avg_Allowable,CA MEDI-CAL_Max_Allowable,CA MEDI-CAL_Min_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Avg_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Max_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Min_Allowable,CALOPTIMA_Avg_Allowable,CALOPTIMA_Max_Allowable,CALOPTIMA_Min_Allowable,CALPERS_Avg_Allowable,CALPERS_Max_Allowable,CALPERS_Min_Allowable,CALVIVA HEALTH_Avg_Allowable,CALVIVA HEALTH_Max_Allowable,CALVIVA HEALTH_Min_Allowable,CAREMORE_Avg_Allowable,CAREMORE_Max_Allowable,CAREMORE_Min_Allowable,CHOC HEALTH ALLIANCE_Avg_Allowable,CHOC HEALTH ALLIANCE_Max_Allowable,CHOC HEALTH ALLIANCE_Min_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Avg_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Max_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Min_Allowable,CONNECTICUT GENERAL LIFE INS CO_Avg_Allowable,CONNECTICUT GENERAL LIFE INS CO_Max_Allowable,CONNECTICUT GENERAL LIFE INS CO_Min_Allowable,GEOGRAPHIC MANAGED CARE_Avg_Allowable,GEOGRAPHIC MANAGED CARE_Max_Allowable,GEOGRAPHIC MANAGED CARE_Min_Allowable,GREATWESTHEALTHCARE-CIGNA_Avg_Allowable,GREATWESTHEALTHCARE-CIGNA_Max_Allowable,GREATWESTHEALTHCARE-CIGNA_Min_Allowable,GWH-CIGNA_Avg_Allowable,GWH-CIGNA_Max_Allowable,GWH-CIGNA_Min_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Avg_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Max_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Min_Allowable,HEALTHNET INC._Avg_Allowable,HEALTHNET INC._Max_Allowable,HEALTHNET INC._Min_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Avg_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Max_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Min_Allowable,NORIDIAN JEA_Avg_Allowable,NORIDIAN JEA_Max_Allowable,NORIDIAN JEA_Min_Allowable,PACIFICARE OF CALIFORNIA_Avg_Allowable,PACIFICARE OF CALIFORNIA_Max_Allowable,PACIFICARE OF CALIFORNIA_Min_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Avg_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Max_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Min_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Avg_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Max_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Min_Allowable
2020064,52,SPINAL DISORDERS & INJURIES WITH COMPLICATION/COMORBITY,DRG,,,Line,44309.56,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,53,SPINAL DISORDERS & INJURIES WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,44969.61,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,54,NERVOUS SYSTEM NEOPLASMS WITH COMORBITY,DRG,,,Line,66498.51,11,11042.02,11042.02,11042.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11042.02,11042.02,11042.02,,,,,,,,,,,,
2020064,55,NERVOUS SYSTEM NEOPLASMS WITHOUT COMORBITY,DRG,,,Line,78357.53,5,8323.38,8323.38,8323.38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8323.38,8323.38,8323.38,,,,,,,,,,,,
2020064,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH COMORBITY,DRG,,,Line,134435.27,2,16331.66,17937.66,17402.33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17402.33,17937.66,16331.66,,,,,,,,,,,,
2020064,57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT COMORBITY,DRG,,,Line,39636.86,14,7974.25,10164.61,9617.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9617.02,10164.61,7974.25,,,,,,,,,,,,
2020064,58,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA WITH COMORBITY,DRG,,,Line,80962,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,59,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA WITH COMPLICATION,DRG,,,Line,21942,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,62,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH COMPLICATION",DRG,,,Line,93024.98,2,16477.45,16478.33,16477.89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16477.89,16478.33,16477.45,,,,,,,,,,,,
2020064,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH COMORBITY,DRG,,,Line,106867.64,26,10811.88,32043.45,16102.52,11,,,,,,,,,,,,,,,,,,,,,,32043.45,32043.45,32043.45,,,,,,,,,,,,,,,,12723.8,12723.8,12723.8,,,,,,,,,,,,,,,,,,,,,,,,,14706.72,15603.09,10811.88,,,,,,,,,,,,
2020064,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH COMPLICATION OR TPA IN 24 HRS,DRG,,,Line,64830.02,34,5791.42,8952.36,7998.53,8,,,,6120.16,6120.16,6120.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8717.31,8717.31,8717.31,,,,,,,,,,,,,,,,,,,,,,,,,8191.8,8952.36,5791.42,,,,,,,,,,,,
2020064,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,70696.55,10,6048.85,6120.16,6084.51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084.51,6120.16,6048.85,,,,,,,,,,,,
2020064,69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,DRG,,,Line,48061.63,19,6530.79,6996.93,6661.19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6661.19,6996.93,6530.79,,,,,,,,,,,,
2020064,70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH COMORBITY,DRG,,,Line,97730.3,19,9258.78,13949.42,12896.27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12896.27,13949.42,9258.78,,,,,,,,,,,,
2020064,71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH COMPLICATION,DRG,,,Line,40471.56,6,5535.41,8258.57,6896.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896.99,8258.57,5535.41,,,,,,,,,,,,
2020064,72,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,50880,5,6871.18,6871.18,6871.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871.18,6871.18,6871.18,,,,,,,,,,,,
2020064,73,CRANIAL & PERIPHERAL NERVE DISORDERS WITH COMORBITY,DRG,,,Line,52344.41,20,11650.45,39419.91,15246.65,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29899.06,39419.91,18983.22,,,,,,,11865.33,13986.39,11650.45,,,,,,,,,,,,
2020064,74,CRANIAL & PERIPHERAL NERVE DISORDERS WITHOUT COMORBITY,DRG,,,Line,55902.6,5,8121.65,8954.58,8472.28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121.65,8121.65,8121.65,,,,,,,,,,,,,,,,,,,,,,,,,8340.6,8340.6,8340.6,8954.58,8954.58,8954.58,,,,,,,,,
2020064,78,HYPERTENSIVE ENCEPHALOPATHY WITH COMPLICATION,DRG,,,Line,53170,2,8126.82,8126.82,8126.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8126.82,8126.82,8126.82,,,,,,,,,,,,
2020064,81,NONTRAUMATIC STUPOR & COMA WITHOUT COMORBITY,DRG,,,Line,386332.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITH COMORBITY",DRG,,,Line,133163.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH COMORBITY",DRG,,,Line,39234.21,2,7005.45,7005.45,7005.45,1,,,,7005.45,7005.45,7005.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH COMPLICATION",DRG,,,Line,76718,1,10245.77,10245.77,10245.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10245.77,10245.77,10245.77,,,,,,,,,,,,
2020064,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITHOUT COMPLICATION/COMORBITY",DRG,,,Line,48530.67,3,7033.61,7033.61,7033.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7033.61,7033.61,7033.61,,,,,,,,,,,,
2020064,89,CONCUSSION WITH COMPLICATION,DRG,,,Line,66705.04,4,8219.04,8219.04,8219.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8219.04,8219.04,8219.04,,,,,,,,,,,,
2020064,91,OTHER DISORDERS OF NERVOUS SYSTEM WITH COMORBITY,DRG,,,Line,85985.68,5,12855.21,14266.43,13222.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12873.98,12883.37,12855.21,14266.43,14266.43,14266.43,,,,,,,,,
2020064,92,OTHER DISORDERS OF NERVOUS SYSTEM WITH COMPLICATION,DRG,,,Line,67092.94,12,8028.08,8160.4,8081.57,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081.57,8160.4,8028.08,,,,,,,,,,,,
2020064,97,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS WITH COMORBITY,DRG,,,Line,110122.79,2,29087.65,29087.65,29087.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29087.65,29087.65,29087.65,,,,,,,,,,,,
2020064,98,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS WITH COMPLICATION,DRG,,,Line,70684.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,99,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,95613.8,2,10605.19,10605.19,10605.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.19,10605.19,10605.19,,,,,,,,,,,,
2020064,100,SEIZURES WITH COMORBITY,DRG,,,Line,49043.61,2,17913.14,17913.14,17913.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17913.14,17913.14,17913.14,,,,,,,,,,,,
2020064,10005,Fine needle aspiration of first lesion using ultrasound guidance,CPT/HCPCS,,"OP-HV,,,,",Line,1808.05,57,629.49,3206,1412.12,17,"$1,650 ","$2,241 ","$3,287 ",1833.5,1842,1825,1200.59,1200.59,1200.59,,,,,,,1243.76,1243.76,1243.76,,,,1166.45,1166.45,1166.45,,,,,,,,,,1200.59,1200.59,1200.59,,,,629.49,629.49,629.49,,,,,,,,,,,,,,,,988.95,988.95,988.95,,,,,,,1702,3206,867.5,1735,1735,1735,,,,707.29,707.29,707.29,,,
2020064,10005,Fine needle aspiration of first lesion using ultrasound guidance,CPT/HCPCS,,"OP-HV,,,,",Package,4810.53,57,1807.69,7318,3811.39,39,,,,1833.5,1842,1825,1200.59,1200.59,1200.59,,,,,,,1243.76,1243.76,1243.76,,,,1166.45,1166.45,1166.45,,,,,,,,,,1200.59,1200.59,1200.59,,,,629.49,629.49,629.49,,,,,,,,,,,,,,,,2305.65,2305.65,2305.65,,,,,,,4244.11,7318,2845.5,4045,4045,4045,,,,707.29,707.29,707.29,,,
2020064,10006,Fine needle aspiration of additional lesion using ultrasound guidance,CPT/HCPCS,,,Line,1020.12,12,867.5,867.5,867.5,2,$941.50 ,"$1,490 ","$2,365.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.5,867.5,867.5,,,,,,,,,,,,
2020064,10007,Fine needle aspiration of first lesion using fluoroscopice guidance,CPT/HCPCS,,,Line,2860,1,,,,,"$1,755 ","$2,510.67 ","$3,866.24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,10007,Fine needle aspiration of first lesion using fluoroscopice guidance,CPT/HCPCS,,,Package,5193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,10009,Fine needle aspiration of first lesion using CT guidance,CPT/HCPCS,,,Line,1039,2,1039,1039,1039,2,"$2,126.01 ","$3,205 ","$4,965.88 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,1039,1039,,,,,,,,,,,,
